bundle_id,product_ids,product_count,product_names,categories,movement_labels,fast_product_count,medium_product_count,slow_product_count,fp_growth_support,pair_support,avg_pair_confidence,avg_pair_lift,graph_density,connected_edges,test_exact_support,test_attachment_rate_2_plus,test_attachment_rate,test_average_overlap,test_lift,estimated_bundle_retail_price,estimated_bundle_profit,base_bundle_score,source,normal_bundle_retail_price,estimated_bundle_cost,normal_bundle_profit,suggested_discount_pct,promo_bundle_price,promo_bundle_profit,promo_profit_margin
226,"1416,1564,1836,1853,1901",5,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|Surf Excel Matic (Liquid)500ml,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03369925809759334,0.020375173412147903,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.031132075471698113,0.029952830188679246,0.18349056603773584,0.0,1138.73,84.35,0.8118042835984896,adaptive_fp_growth_fast_slow,1180.0,1054.38,125.62,0.035,1138.73,84.35,0.0741
227,"1416,1564,1836,1853,3152",5,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|GreenLand Button Mushrooms 425g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03369925809759334,0.02038723686591471,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.03136792452830189,0.029716981132075472,0.18372641509433962,0.0,1716.53,127.15,0.8117476798249047,adaptive_fp_growth_fast_slow,1725.0,1589.38,135.62,0.0049,1716.53,127.15,0.0741
228,"1381,1416,1564,1836,1853",5,Siddhalepa Balm 25g|Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g,Beverages|Cooking Essentials|Dairy & Chilled|Health & Medicine,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03369925809759334,0.020369141685264488,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.03136792452830189,0.029716981132075472,0.18349056603773584,0.0,1017.23,75.35,0.8117453213343386,adaptive_fp_growth_fast_slow,1060.0,941.88,118.12,0.0403,1017.23,75.35,0.0741
229,"1131,1166,3018,3055,3195",5,Ponds BB+ 18g|Dove Shampoo (Intense) 180ml|LifeBuoy Shampoo 175ml|Signal Toothpaste 120g|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast|Fast,4,0,1,0.029568530470273642,0.017859943301767295,0.8719242761473971,25.362802434231632,1.0,10,0.0,0.029245283018867925,0.027358490566037737,0.1570754716981132,0.0,1582.98,117.26,0.8115575093466378,adaptive_fp_growth_fast_slow,1650.0,1465.72,184.28,0.0406,1582.98,117.26,0.0741
230,"1166,1611,3018,3055,3195",5,Dove Shampoo (Intense) 180ml|Gillette Blue3 Comfort|LifeBuoy Shampoo 175ml|Signal Toothpaste 120g|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.029568530470273642,0.017865975028650706,0.8719242761473971,25.362802434231632,1.0,10,0.0,0.029245283018867925,0.027358490566037737,0.1570754716981132,0.0,1265.46,93.74,0.8115575093466378,adaptive_fp_growth_fast_slow,1340.0,1171.72,168.28,0.0556,1265.46,93.74,0.0741
231,"1166,1371,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Mortein Mosquito Control Liquid+Machine|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.01789010193618433,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028773584905660378,0.027358490566037737,0.1429245283018868,0.0,1798.98,133.26,0.8113610786160586,adaptive_fp_growth_fast_slow,1890.0,1665.72,224.28,0.0482,1798.98,133.26,0.0741
232,"1166,1200,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Eva Dritex Wings 20p|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017847879848000483,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028773584905660378,0.027358490566037737,0.1419811320754717,0.0,1281.78,94.95,0.8113516446537944,adaptive_fp_growth_fast_slow,1365.0,1186.83,178.17,0.061,1281.78,94.95,0.0741
233,"1125,1416,1564,1836,1853",5,Vaseline Healthy 100ml|Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03369925809759334,0.020375173412147896,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.031132075471698113,0.029716981132075472,0.18443396226415093,0.0,1030.73,76.35,0.8112240949192443,adaptive_fp_growth_fast_slow,1075.0,954.38,120.62,0.0412,1030.73,76.35,0.0741
234,"1416,1564,1836,1853,2416",5,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|Camellia Parfum (Purity) 22ml,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03369925809759334,0.020387236865914714,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.031132075471698113,0.029716981132075472,0.18396226415094338,0.0,972.95,72.07,0.8112193779381122,adaptive_fp_growth_fast_slow,1025.0,900.88,124.12,0.0508,972.95,72.07,0.0741
235,"1181,1416,1564,1836,1853",5,Smart Pants (Softlove) 4pcs / M|Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03369925809759334,0.020393268592798115,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.031132075471698113,0.029716981132075472,0.18325471698113208,0.0,1009.83,80.45,0.8112123024664141,adaptive_fp_growth_fast_slow,1095.0,929.38,165.62,0.0778,1009.83,80.45,0.0797
236,"1416,1564,1836,1853,1957",5,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|MD Mango Chutney 460g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03369925809759334,0.02036914168526449,0.8002675510339553,18.30576572454819,1.0,10,0.0002358490566037736,0.031132075471698113,0.029716981132075472,0.1830188679245283,237740.74099138874,1122.53,83.15,0.8112099439758481,adaptive_fp_growth_fast_slow,1165.0,1039.38,125.62,0.0365,1122.53,83.15,0.0741
237,"1416,1564,1836,1853,2949",5,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|Prima Hot Dog Bun 100g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03369925809759334,0.020417395500331746,0.8002675510339553,18.30576572454819,1.0,10,0.0,0.031132075471698113,0.029716981132075472,0.18278301886792453,0.0,992.93,73.55,0.811207585485282,adaptive_fp_growth_fast_slow,1035.0,919.38,115.62,0.0406,992.93,73.55,0.0741
238,"1381,1416,1564,1836",4,Siddhalepa Balm 25g|Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g,Beverages|Cooking Essentials|Dairy & Chilled|Health & Medicine,Slow|Fast|Fast|Fast,3,0,1,0.033699258097593346,0.01701952268934596,0.8136725232458105,18.943050527031424,1.0,6,0.0,0.03018867924528302,0.029716981132075472,0.1320754716981132,0.0,789.13,58.45,0.8109188030151735,adaptive_fp_growth_fast_slow,820.0,730.68,89.32,0.0376,789.13,58.45,0.0741
239,"1416,1564,1677,1836",4,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Marshmelos 24pcs|Maliban Ginger Biscuit 370g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Slow|Fast,3,0,1,0.033699258097593346,0.017029575567484977,0.8136725232458105,18.943050527031424,1.0,6,0.0,0.03018867924528302,0.029716981132075472,0.1320754716981132,0.0,786.43,58.25,0.8109188030151735,adaptive_fp_growth_fast_slow,825.0,728.18,96.82,0.0467,786.43,58.25,0.0741
240,"1416,1564,1836,2851",4,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|BIC Lighter,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Slow,3,0,1,0.033699258097593346,0.017049681323762996,0.8136725232458105,18.943050527031424,1.0,6,0.0,0.03018867924528302,0.029716981132075472,0.1320754716981132,0.0,670.23,49.65,0.8109188030151735,adaptive_fp_growth_fast_slow,715.0,620.58,94.42,0.0626,670.23,49.65,0.0741
241,"1416,1564,1836,1957",4,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|MD Mango Chutney 460g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Slow,3,0,1,0.033699258097593346,0.017019522689345964,0.8136725232458105,18.943050527031424,1.0,6,0.0002358490566037736,0.03018867924528302,0.029716981132075472,0.13160377358490566,12223.462626444045,894.43,66.25,0.8109129067887584,adaptive_fp_growth_fast_slow,925.0,828.18,96.82,0.033,894.43,66.25,0.0741
242,"1416,1564,1836,2949",4,Highland  Vanilla Milk 180ml|Watawala Tea 100g|Maliban Ginger Biscuit 370g|Prima Hot Dog Bun 100g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery,Fast|Fast|Fast|Slow,3,0,1,0.033699258097593346,0.017079839958180024,0.8136725232458105,18.943050527031424,1.0,6,0.0,0.03018867924528302,0.029716981132075472,0.1313679245283019,0.0,764.83,56.65,0.8109099586755508,adaptive_fp_growth_fast_slow,795.0,708.18,86.82,0.0379,764.83,56.65,0.0741
243,"1123,1166,3018,3060,3195",5,Vaseline Cocoa 100ml|Dove Shampoo (Intense) 180ml|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017853911574883887,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14245283018867924,0.0,1863.78,138.06,0.8108257012575679,adaptive_fp_growth_fast_slow,1880.0,1725.72,154.28,0.0086,1863.78,138.06,0.0741
244,"1166,1397,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Link Paspanguwa 23g|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017847879848000483,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14245283018867924,0.0,1080.78,80.06,0.8108257012575679,adaptive_fp_growth_fast_slow,1160.0,1000.72,159.28,0.0683,1080.78,80.06,0.0741
245,"1166,1921,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Surf excel (Aloevera) 500g|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017853911574883887,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14245283018867924,0.0,1161.78,86.06,0.8108257012575679,adaptive_fp_growth_fast_slow,1235.0,1075.72,159.28,0.0593,1161.78,86.06,0.0741
246,"1166,2216,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Amaa Incense Sticks|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017847879848000483,0.8786336058680627,25.784123458848224,1.0,10,0.0002358490566037736,0.028537735849056604,0.027358490566037737,0.14245283018867924,161273.02627634243,1034.34,76.62,0.8108257012575679,adaptive_fp_growth_fast_slow,1110.0,957.72,152.28,0.0682,1034.34,76.62,0.0741
247,"1166,1396,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Link Samahan 10pkt|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,Health & Medicine|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017853911574883887,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14221698113207548,0.0,1237.75,97.03,0.8108233427670019,adaptive_fp_growth_fast_slow,1360.0,1140.72,219.28,0.0899,1237.75,97.03,0.0784
248,"1166,2118,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Signal Deep Clean (T.B)|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017859943301767295,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14221698113207548,0.0,1055.98,78.22,0.8108233427670019,adaptive_fp_growth_fast_slow,1133.0,977.76,155.24,0.068,1055.98,78.22,0.0741
249,"1166,1473,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Nescafe Classic 50g|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017847879848000483,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.1419811320754717,0.0,1852.98,137.26,0.8108209842764359,adaptive_fp_growth_fast_slow,1900.0,1715.72,184.28,0.0247,1852.98,137.26,0.0741
250,"1166,2124,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Vaseline Healthy Bright 100ml|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017853911574883887,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.1419811320754717,0.0,1224.78,90.72,0.8108209842764359,adaptive_fp_growth_fast_slow,1320.0,1134.06,185.94,0.0721,1224.78,90.72,0.0741
251,"1166,2731,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Royal Mixed Nut 50g|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017847879848000483,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.1419811320754717,0.0,1328.77,133.05,0.8108209842764359,adaptive_fp_growth_fast_slow,1460.0,1195.72,264.28,0.0899,1328.77,133.05,0.1001
252,"1166,3002,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Sun Crush Lemon Lime 250ml|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.01787200675553411,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.1419811320754717,0.0,1140.18,84.46,0.8108209842764359,adaptive_fp_growth_fast_slow,1210.0,1055.72,154.28,0.0577,1140.18,84.46,0.0741
253,"1166,1409,3018,3060,3195",5,Dove Shampoo (Intense) 180ml|Prima Burger Bun 130g|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,"Meat, Fish & Frozen|Personal Care",Fast|Slow|Fast|Fast|Fast,4,0,1,0.02956953575808755,0.017853911574883887,0.8786336058680627,25.784123458848224,1.0,10,0.0,0.028537735849056604,0.027358490566037737,0.14174528301886793,0.0,1192.02,88.3,0.8108186257858698,adaptive_fp_growth_fast_slow,1260.0,1103.72,156.28,0.054,1192.02,88.3,0.0741
254,"1166,2658,3018,3195",4,Dove Shampoo (Intense) 180ml|Dettol Hand Sanitiser 50ml|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014898365402014597,0.8799463805014572,25.867602740237043,1.0,6,0.0002358490566037736,0.02830188679245283,0.027358490566037737,0.1044811320754717,3564.5251090727975,1116.61,82.71,0.8103734429242753,adaptive_fp_growth_fast_slow,1190.0,1033.9,156.1,0.0617,1116.61,82.71,0.0741
255,"1166,1371,3018,3195",4,Dove Shampoo (Intense) 180ml|Mortein Mosquito Control Liquid+Machine|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014928524036431632,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.02830188679245283,0.027358490566037737,0.10424528301886793,0.0,1690.98,125.26,0.8103704948110677,adaptive_fp_growth_fast_slow,1780.0,1565.72,214.28,0.05,1690.98,125.26,0.0741
256,"1371,3018,3060,3195",4,Mortein Mosquito Control Liquid+Machine|LifeBuoy Shampoo 175ml|Signal Triple Clean Adult Toothbrush|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast,3,0,1,0.02956551460683193,0.01491847115829262,0.8791228738563748,25.815200458903544,1.0,6,0.0,0.02830188679245283,0.027358490566037737,0.10966981132075472,0.0,1496.58,110.86,0.810314775418079,adaptive_fp_growth_fast_slow,1575.0,1385.72,189.28,0.0498,1496.58,110.86,0.0741
257,"1131,3018,3055,3195",4,Ponds BB+ 18g|LifeBuoy Shampoo 175ml|Signal Toothpaste 120g|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast,3,0,1,0.029567525182459732,0.014898365402014597,0.8702159394786706,25.252630695162562,1.0,6,0.0,0.028773584905660378,0.027358490566037737,0.12382075471698113,0.0,1280.58,94.86,0.810216942808593,adaptive_fp_growth_fast_slow,1335.0,1185.72,149.28,0.0408,1280.58,94.86,0.0741
258,"1611,3018,3055,3195",4,Gillette Blue3 Comfort|LifeBuoy Shampoo 175ml|Signal Toothpaste 120g|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast,3,0,1,0.029567525182459732,0.014908418280153608,0.8702159394786706,25.252630695162562,1.0,6,0.0,0.028773584905660378,0.027358490566037737,0.12382075471698113,0.0,963.06,71.34,0.810216942808593,adaptive_fp_growth_fast_slow,1025.0,891.72,133.28,0.0604,963.06,71.34,0.0741
259,"1593,2002,2172,2344",4,My Doc Hand Sanitizer 150ml|Ocean Star Canned Fish 425g|Wijaya Curry Powder 250g|Coconut Oil 750ml (loose),"Cooking Essentials|General Grocery|Meat, Fish & Frozen",Slow|Fast|Fast|Fast,3,0,1,0.031197431824731423,0.018336449725556425,0.7262675377815907,16.146752274232917,1.0,6,0.0,0.03278301886792453,0.03231132075471698,0.1332547169811321,0.0,1798.2,133.2,0.8101459089691255,adaptive_fp_growth_fast_slow,1830.0,1665.0,165.0,0.0174,1798.2,133.2,0.0741
260,"1122,1900,2603,3155",4,Vaseline Sun+ 100ml|Sunlight Care Liquid (naturals)1L|Rin Detergent Powder 500g|Sunlight 2in1 500g,Cleaning & Household|General Grocery,Slow|Fast|Fast|Fast,3,0,1,0.027446367895128384,0.013772443050445343,0.8886197406943138,28.471191693664583,1.0,6,0.0,0.027830188679245284,0.027122641509433963,0.10283018867924529,0.0,1508.14,111.71,0.8100028667645245,adaptive_fp_growth_fast_slow,1585.0,1396.43,188.57,0.0485,1508.14,111.71,0.0741
261,"1122,1900,2517,2603,3155",5,Vaseline Sun+ 100ml|Sunlight Care Liquid (naturals)1L|Sunlight Care Liquid 1L|Rin Detergent Powder 500g|Sunlight 2in1 500g,Cleaning & Household|General Grocery,Slow|Fast|Fast|Fast|Fast,4,0,1,0.02744938375857008,0.01652693166053441,0.8879885197061462,28.42749381001028,1.0,10,0.0,0.027830188679245284,0.027122641509433963,0.13514150943396228,0.0,1802.68,133.53,0.8099742213521485,adaptive_fp_growth_fast_slow,1885.0,1669.15,215.85,0.0437,1802.68,133.53,0.0741
262,"1123,1900,1926,2517,2603,3155",6,Vaseline Cocoa 100ml|Sunlight Care Liquid (naturals)1L|Bubble Detergent Powder 500g|Sunlight Care Liquid 1L|Rin Detergent Powder 500g|Sunlight 2in1 500g,Cleaning & Household|General Grocery,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.0274491827010073,0.01835655548183445,0.8872247156652926,28.37579042280659,1.0,15,0.0,0.027830188679245284,0.027122641509433963,0.16863207547169812,0.0,1855.0,120.47,0.8099135029472783,adaptive_fp_growth_fast_slow,1855.0,1734.53,120.47,0.0,1855.0,120.47,0.0649
263,"1123,1900,1926,2603,3155",5,Vaseline Cocoa 100ml|Sunlight Care Liquid (naturals)1L|Bubble Detergent Powder 500g|Rin Detergent Powder 500g|Sunlight 2in1 500g,Cleaning & Household|General Grocery,Slow|Fast|Fast|Fast|Fast,4,0,1,0.027446367895128373,0.016514868206767598,0.8875021171807492,28.395747717569627,1.0,10,0.0,0.027830188679245284,0.027122641509433963,0.13632075471698113,0.0,1555.0,93.19,0.809913053426169,adaptive_fp_growth_fast_slow,1555.0,1461.81,93.19,0.0,1555.0,93.19,0.0599
264,"1122,1900,1926,2517,2603,3155",6,Vaseline Sun+ 100ml|Sunlight Care Liquid (naturals)1L|Bubble Detergent Powder 500g|Sunlight Care Liquid 1L|Rin Detergent Powder 500g|Sunlight 2in1 500g,Cleaning & Household|General Grocery,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.0274491827010073,0.018352534330578842,0.8872247156652926,28.37579042280659,1.0,15,0.0,0.027830188679245284,0.027122641509433963,0.16839622641509433,0.0,1932.28,143.13,0.8099115375384732,adaptive_fp_growth_fast_slow,2025.0,1789.15,235.85,0.0458,1932.28,143.13,0.0741
265,"1123,1166,3018,3195",4,Vaseline Cocoa 100ml|Dove Shampoo (Intense) 180ml|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Slow|Fast|Fast|Fast,3,0,1,0.029567525182459732,0.014888312523875588,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10377358490566038,0.0,1755.78,130.06,0.8098339382072941,adaptive_fp_growth_fast_slow,1770.0,1625.72,144.28,0.008,1755.78,130.06,0.0741
266,"1166,1397,3018,3195",4,Dove Shampoo (Intense) 180ml|Link Paspanguwa 23g|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014878259645736575,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10377358490566038,0.0,972.78,72.06,0.8098339382072941,adaptive_fp_growth_fast_slow,1050.0,900.72,149.28,0.0735,972.78,72.06,0.0741
267,"1166,1396,3018,3195",4,Dove Shampoo (Intense) 180ml|Link Samahan 10pkt|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,Health & Medicine|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014888312523875588,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10353773584905661,0.0,1137.45,96.73,0.8098309900940865,adaptive_fp_growth_fast_slow,1250.0,1040.72,209.28,0.09,1137.45,96.73,0.085
268,"1166,1200,3018,3195",4,Dove Shampoo (Intense) 180ml|Eva Dritex Wings 20p|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014878259645736575,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10330188679245284,0.0,1173.78,86.95,0.809828041980879,adaptive_fp_growth_fast_slow,1255.0,1086.83,168.17,0.0647,1173.78,86.95,0.0741
269,"1166,1473,3018,3195",4,Dove Shampoo (Intense) 180ml|Nescafe Classic 50g|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014878259645736575,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10330188679245284,0.0,1744.98,129.26,0.809828041980879,adaptive_fp_growth_fast_slow,1790.0,1615.72,174.28,0.0252,1744.98,129.26,0.0741
270,"1166,2124,3018,3195",4,Dove Shampoo (Intense) 180ml|Vaseline Healthy Bright 100ml|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014888312523875588,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10330188679245284,0.0,1116.78,82.72,0.809828041980879,adaptive_fp_growth_fast_slow,1210.0,1034.06,175.94,0.077,1116.78,82.72,0.0741
271,"1166,2731,3018,3195",4,Dove Shampoo (Intense) 180ml|Royal Mixed Nut 50g|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014878259645736575,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10330188679245284,0.0,1228.45,132.73,0.809828041980879,adaptive_fp_growth_fast_slow,1350.0,1095.72,254.28,0.09,1228.45,132.73,0.108
272,"1166,3002,3018,3195",4,Dove Shampoo (Intense) 180ml|Sun Crush Lemon Lime 250ml|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,General Grocery|Personal Care,Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014908418280153608,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10330188679245284,0.0,1032.18,76.46,0.809828041980879,adaptive_fp_growth_fast_slow,1100.0,955.72,144.28,0.0617,1032.18,76.46,0.0741
273,"1166,1409,3018,3195",4,Dove Shampoo (Intense) 180ml|Prima Burger Bun 130g|LifeBuoy Shampoo 175ml|Rexona Jasmine & olive oil Soap 80g,"Meat, Fish & Frozen|Personal Care",Fast|Slow|Fast|Fast,3,0,1,0.029567525182459732,0.014888312523875588,0.8799463805014572,25.867602740237043,1.0,6,0.0,0.028066037735849057,0.027358490566037737,0.10306603773584906,0.0,1084.02,80.3,0.8098250938676714,adaptive_fp_growth_fast_slow,1150.0,1003.72,146.28,0.0574,1084.02,80.3,0.0741
